"","rf_fit_pred_x"
"36708","0"
"36709","0"
"36710","0"
"36711","0"
"36712","0"
"36713","0"
"36714","0"
"36715","1"
"36716","1"
"36717","1"
"36718","1"
"36719","1"
"36720","1"
"36721","0"
"36722","1"
"36723","0"
"36724","1"
"36725","1"
"36726","1"
"36727","0"
"36728","0"
"36729","0"
"36730","0"
"36731","0"
"36732","0"
"36733","0"
"36734","0"
"36735","0"
"36736","0"
"36737","0"
"36738","0"
"36739","0"
"36740","0"
"36741","1"
"36742","0"
"36743","0"
"36744","0"
"36745","1"
"36746","1"
"36747","0"
"36748","0"
"36749","0"
"36750","0"
"36751","0"
"36752","0"
"36753","0"
"36754","0"
"36755","0"
"36756","0"
"36757","0"
"36758","0"
"36759","0"
"36760","0"
"36761","0"
"36762","0"
"36763","0"
"36764","0"
"36765","1"
"36766","1"
"36767","1"
"36768","1"
"36769","1"
"36770","1"
"36771","1"
"36772","1"
"36773","1"
"36774","0"
"36775","0"
"36776","0"
"36777","0"
"36778","1"
"36779","1"
"36780","0"
"36781","0"
"36782","0"
"36783","0"
"36784","0"
"36785","0"
"36786","1"
"36787","1"
"36788","1"
"36789","1"
"36790","1"
"36791","1"
"36792","1"
"36793","1"
"36794","0"
"36795","0"
"36796","0"
"36797","0"
"36798","0"
"36799","0"
"36800","0"
"36801","0"
"36802","0"
"36803","0"
"36804","0"
"36805","0"
"36806","0"
"36807","0"
"36808","0"
"36809","0"
"36810","0"
"36811","0"
"36812","0"
"36813","0"
"36814","0"
"36815","0"
"36816","0"
"36817","0"
"36818","0"
"36819","0"
"36820","0"
"36821","0"
"36822","0"
"36823","0"
"36824","0"
"36825","0"
"36826","0"
"36827","0"
"36828","0"
"36829","0"
"36830","0"
"36831","0"
"36832","0"
"36833","0"
"36834","0"
"36835","0"
"36836","0"
"36837","0"
"36838","0"
"36839","0"
"36840","0"
"36841","0"
"36842","0"
"36843","0"
"36844","0"
"36845","0"
"36846","0"
"36847","0"
"36848","1"
"36849","1"
"36850","1"
"36851","1"
"36852","1"
"36853","1"
"36854","1"
"36855","0"
"36856","0"
"36857","1"
"36858","0"
"36859","0"
"36860","0"
"36861","0"
"36862","0"
"36863","0"
"36864","0"
"36865","0"
"36866","0"
"36867","0"
"36868","0"
"36869","0"
"36870","0"
"36871","0"
"36872","0"
"36873","1"
"36874","1"
"36875","1"
"36876","1"
"36877","1"
"36878","1"
"36879","1"
"36880","1"
"36881","1"
"36882","1"
"36883","0"
"36884","0"
"36885","0"
"36886","0"
"36887","0"
"36888","0"
"36889","0"
"36890","0"
"36891","0"
"36892","0"
"36893","0"
"36894","0"
"36895","0"
"36896","0"
"36897","0"
"36898","0"
"36899","0"
"36900","0"
"36901","0"
"36902","0"
"36903","0"
"36904","0"
"36905","0"
"36906","0"
"36907","0"
"36908","0"
"36909","0"
"36910","0"
"36911","0"
"36912","1"
"36913","1"
"36914","1"
"36915","0"
"36916","1"
"36917","1"
"36918","0"
"36919","1"
"36920","1"
"36921","1"
"36922","1"
"36923","1"
"36924","0"
"36925","0"
"36926","0"
"36927","0"
"36928","0"
"36929","0"
"36930","0"
"36931","0"
"36932","1"
"36933","1"
"36934","1"
"36935","1"
"36936","1"
"36937","1"
"36938","1"
"36939","1"
"36940","0"
"36941","0"
"36942","0"
"36943","0"
"36944","0"
"36945","0"
"36946","0"
"36947","0"
"36948","0"
"36949","1"
"36950","1"
"36951","1"
"36952","1"
"36953","1"
"36954","1"
"36955","1"
"36956","1"
"36957","1"
"36958","1"
"36959","1"
"36960","0"
"36961","0"
"36962","0"
"36963","1"
"36964","0"
"36965","0"
"36966","0"
"36967","0"
"36968","0"
"36969","0"
"36970","0"
"36971","0"
"36972","0"
"36973","0"
"36974","0"
"36975","0"
"36976","0"
"36977","0"
"36978","0"
"36979","0"
"36980","0"
"36981","0"
"36982","0"
"36983","0"
"36984","0"
"36985","0"
"36986","0"
"36987","0"
"36988","0"
"36989","0"
"36990","0"
"36991","0"
"36992","0"
"36993","0"
"36994","0"
"36995","0"
"36996","0"
"36997","0"
"36998","0"
"36999","0"
"37000","0"
"37001","0"
"37002","0"
"37003","0"
"37004","0"
"37005","0"
"37006","0"
"37007","0"
"37008","0"
"37009","0"
"37010","0"
"37011","0"
"37012","0"
"37013","1"
"37014","1"
"37015","0"
"37016","0"
"37017","0"
"37018","0"
"37019","0"
"37020","0"
"37021","0"
"37022","0"
"37023","0"
"37024","0"
"37025","0"
"37026","0"
"37027","0"
"37028","0"
"37029","0"
"37030","0"
"37031","0"
"37032","0"
"37033","0"
"37034","0"
"37035","0"
"37036","0"
"37037","0"
"37038","0"
"37039","1"
"37040","1"
"37041","1"
"37042","1"
"37043","1"
"37044","0"
"37045","0"
"37046","0"
"37047","0"
"37048","0"
"37049","0"
"37050","0"
"37051","0"
"37052","0"
"37053","0"
"37054","0"
"37055","0"
"37056","0"
"37057","0"
"37058","0"
"37059","0"
"37060","0"
"37061","0"
"37062","0"
"37063","0"
"37064","0"
"37065","0"
"37066","0"
"37067","0"
"37068","0"
"37069","0"
"37070","0"
"37071","0"
"37072","0"
"37073","0"
"37074","0"
"37075","0"
"37076","0"
"37077","0"
"37078","0"
"37079","1"
"37080","0"
"37081","1"
"37082","1"
"37083","1"
"37084","0"
"37085","1"
"37086","1"
"37087","0"
"37088","0"
"37089","1"
"37090","1"
"37091","1"
"37092","0"
"37093","1"
"37094","0"
"37095","0"
"37096","1"
"37097","0"
"37098","0"
"37099","0"
"37100","0"
"37101","1"
"37102","1"
"37103","1"
"37104","1"
"37105","1"
"37106","1"
"37107","1"
"37108","1"
"37109","1"
"37110","1"
"37111","1"
"37112","0"
"37113","0"
"37114","0"
"37115","0"
"37116","0"
"37117","0"
"37118","0"
"37119","0"
"37120","0"
"37121","0"
"37122","1"
"37123","0"
"37124","0"
"37125","0"
"37126","0"
"37127","0"
"37128","0"
"37129","0"
"37130","0"
"37131","0"
"37132","0"
"37133","0"
"37134","0"
"37135","0"
"37136","1"
"37137","1"
"37138","0"
"37139","0"
"37140","0"
"37141","0"
"37142","0"
"37143","0"
"37144","0"
"37145","0"
"37146","0"
"37147","0"
"37148","0"
"37149","0"
"37150","0"
"37151","0"
"37152","0"
"37153","0"
"37154","0"
"37155","0"
"37156","0"
"37157","0"
"37158","0"
"37159","0"
"37160","0"
"37161","0"
"37162","0"
"37163","1"
"37164","1"
"37165","0"
"37166","0"
"37167","0"
"37168","0"
"37169","0"
"37170","0"
"37171","0"
"37172","1"
"37173","1"
"37174","1"
"37175","1"
"37176","1"
"37177","1"
"37178","1"
"37179","0"
"37180","1"
"37181","1"
"37182","0"
"37183","0"
"37184","0"
"37185","0"
"37186","0"
"37187","0"
"37188","0"
"37189","0"
"37190","0"
"37191","0"
"37192","0"
"37193","0"
"37194","0"
"37195","0"
"37196","0"
"37197","0"
"37198","0"
"37199","0"
"37200","0"
"37201","0"
"37202","0"
"37203","0"
"37204","0"
"37205","0"
"37206","0"
"37207","0"
"37208","0"
"37209","0"
"37210","0"
"37211","0"
"37212","0"
"37213","0"
"37214","0"
"37215","1"
"37216","1"
"37217","1"
"37218","1"
"37219","0"
"37220","0"
"37221","0"
"37222","0"
"37223","0"
"37224","0"
"37225","0"
"37226","0"
"37227","0"
"37228","0"
"37229","0"
"37230","0"
"37231","0"
"37232","0"
"37233","0"
"37234","0"
"37235","0"
"37236","0"
"37237","0"
"37238","0"
"37239","1"
"37240","1"
"37241","0"
"37242","0"
"37243","0"
"37244","0"
"37245","0"
"37246","0"
"37247","1"
"37248","1"
"37249","1"
"37250","1"
"37251","1"
"37252","1"
"37253","1"
"37254","1"
"37255","1"
"37256","0"
"37257","0"
"37258","0"
"37259","0"
"37260","0"
"37261","0"
"37262","0"
"37263","0"
"37264","0"
"37265","0"
"37266","1"
"37267","1"
"37268","1"
"37269","0"
"37270","0"
"37271","0"
"37272","0"
"37273","0"
"37274","0"
"37275","0"
"37276","0"
"37277","0"
"37278","1"
"37279","1"
"37280","1"
"37281","0"
"37282","0"
"37283","1"
"37284","1"
"37285","1"
"37286","1"
"37287","1"
"37288","1"
"37289","1"
"37290","0"
"37291","0"
"37292","0"
"37293","0"
"37294","0"
"37295","0"
"37296","0"
"37297","0"
"37298","0"
"37299","0"
"37300","0"
"37301","0"
"37302","0"
"37303","0"
"37304","0"
"37305","0"
"37306","0"
"37307","0"
"37308","0"
"37309","0"
"37310","0"
"37311","0"
"37312","0"
"37313","0"
"37314","0"
"37315","0"
"37316","0"
"37317","0"
"37318","0"
"37319","0"
"37320","0"
"37321","0"
"37322","0"
"37323","0"
"37324","0"
"37325","0"
"37326","0"
"37327","1"
"37328","1"
"37329","0"
"37330","0"
"37331","0"
"37332","0"
"37333","0"
"37334","0"
"37335","0"
"37336","0"
"37337","0"
"37338","0"
"37339","0"
"37340","0"
"37341","0"
"37342","0"
"37343","0"
"37344","0"
"37345","0"
"37346","1"
"37347","0"
"37348","1"
"37349","1"
"37350","1"
"37351","1"
"37352","1"
"37353","1"
"37354","0"
"37355","0"
"37356","0"
"37357","0"
"37358","0"
"37359","0"
"37360","1"
"37361","1"
"37362","1"
"37363","1"
"37364","1"
"37365","1"
"37366","1"
"37367","1"
"37368","1"
"37369","1"
"37370","0"
"37371","0"
"37372","0"
"37373","0"
"37374","0"
"37375","0"
"37376","0"
"37377","0"
"37378","0"
"37379","0"
"37380","0"
"37381","0"
"37382","1"
"37383","1"
"37384","1"
"37385","1"
"37386","1"
"37387","1"
"37388","0"
"37389","0"
"37390","0"
"37391","0"
"37392","0"
"37393","0"
"37394","0"
"37395","0"
"37396","0"
"37397","0"
"37398","0"
"37399","0"
"37400","0"
"37401","0"
"37402","0"
"37403","0"
"37404","1"
"37405","1"
"37406","1"
"37407","1"
"37408","1"
"37409","1"
"37410","1"
"37411","1"
"37412","1"
"37413","0"
"37414","0"
"37415","0"
"37416","0"
"37417","0"
"37418","0"
"37419","0"
"37420","0"
"37421","0"
"37422","0"
"37423","0"
"37424","0"
"37425","0"
"37426","0"
"37427","0"
"37428","0"
"37429","0"
"37430","0"
"37431","0"
"37432","0"
"37433","0"
"37434","0"
"37435","0"
"37436","0"
"37437","0"
"37438","0"
"37439","1"
"37440","1"
"37441","1"
"37442","0"
"37443","0"
"37444","0"
"37445","0"
"37446","0"
"37447","0"
"37448","0"
"37449","0"
"37450","0"
"37451","0"
"37452","0"
"37453","0"
"37454","0"
"37455","1"
"37456","1"
"37457","0"
"37458","0"
"37459","0"
"37460","0"
"37461","0"
"37462","0"
"37463","0"
"37464","0"
"37465","0"
"37466","0"
"37467","0"
"37468","0"
"37469","0"
"37470","0"
"37471","1"
"37472","1"
"37473","1"
"37474","1"
"37475","1"
"37476","1"
"37477","1"
"37478","0"
"37479","0"
"37480","0"
"37481","0"
"37482","0"
"37483","0"
"37484","0"
"37485","0"
"37486","0"
"37487","0"
"37488","0"
"37489","0"
"37490","0"
"37491","0"
"37492","1"
"37493","1"
"37494","0"
"37495","0"
"37496","1"
"37497","1"
"37498","0"
"37499","0"
"37500","0"
"37501","0"
"37502","0"
"37503","0"
"37504","0"
"37505","0"
"37506","0"
"37507","0"
"37508","1"
"37509","0"
"37510","0"
"37511","0"
"37512","0"
"37513","1"
"37514","0"
"37515","0"
"37516","0"
"37517","0"
"37518","0"
"37519","0"
"37520","0"
"37521","0"
"37522","0"
"37523","1"
"37524","0"
"37525","0"
"37526","0"
"37527","0"
"37528","0"
"37529","0"
"37530","0"
"37531","0"
"37532","0"
"37533","0"
"37534","0"
"37535","0"
"37536","0"
"37537","1"
"37538","0"
"37539","0"
"37540","0"
"37541","0"
"37542","0"
"37543","0"
"37544","0"
"37545","0"
"37546","0"
"37547","0"
"37548","1"
"37549","0"
"37550","0"
"37551","0"
"37552","0"
"37553","0"
"37554","0"
"37555","0"
"37556","0"
"37557","0"
"37558","0"
"37559","0"
"37560","0"
"37561","0"
"37562","0"
"37563","0"
"37564","0"
"37565","0"
"37566","0"
"37567","1"
"37568","1"
"37569","1"
"37570","1"
"37571","1"
"37572","1"
"37573","1"
"37574","1"
"37575","0"
"37576","0"
"37577","0"
"37578","0"
"37579","0"
"37580","0"
"37581","0"
"37582","0"
"37583","0"
"37584","0"
"37585","0"
"37586","0"
"37587","0"
"37588","0"
"37589","0"
"37590","0"
"37591","0"
"37592","1"
"37593","0"
"37594","1"
"37595","0"
"37596","0"
"37597","0"
"37598","0"
"37599","0"
"37600","0"
"37601","0"
"37602","0"
"37603","0"
"37604","0"
"37605","0"
"37606","0"
"37607","0"
"37608","0"
"37609","0"
"37610","0"
"37611","0"
"37612","0"
"37613","0"
"37614","0"
"37615","0"
"37616","0"
"37617","0"
"37618","0"
"37619","0"
"37620","0"
"37621","0"
"37622","0"
"37623","0"
"37624","0"
"37625","0"
"37626","0"
"37627","0"
"37628","1"
"37629","0"
"37630","0"
"37631","0"
"37632","0"
"37633","0"
"37634","0"
"37635","0"
"37636","0"
"37637","0"
"37638","1"
"37639","0"
"37640","0"
"37641","0"
"37642","0"
"37643","0"
"37644","0"
"37645","0"
"37646","0"
"37647","0"
"37648","0"
"37649","0"
"37650","0"
"37651","0"
"37652","0"
"37653","0"
"37654","0"
"37655","0"
"37656","0"
"37657","0"
"37658","0"
"37659","0"
"37660","0"
"37661","0"
"37662","0"
"37663","0"
"37664","0"
"37665","0"
"37666","0"
"37667","0"
"37668","0"
"37669","0"
"37670","0"
"37671","0"
"37672","0"
"37673","0"
"37674","0"
"37675","0"
"37676","0"
"37677","0"
"37678","0"
"37679","0"
"37680","1"
"37681","1"
"37682","0"
"37683","0"
"37684","0"
"37685","0"
"37686","0"
"37687","0"
"37688","0"
"37689","0"
"37690","0"
"37691","0"
"37692","0"
"37693","0"
"37694","0"
"37695","0"
"37696","0"
"37697","0"
"37698","0"
"37699","1"
"37700","0"
"37701","0"
"37702","0"
"37703","0"
"37704","0"
"37705","0"
"37706","0"
"37707","0"
"37708","0"
"37709","0"
"37710","0"
"37711","0"
"37712","0"
"37713","0"
"37714","0"
"37715","0"
"37716","0"
"37717","0"
"37718","0"
"37719","0"
"37720","0"
"37721","0"
"37722","0"
"37723","1"
"37724","0"
"37725","0"
"37726","0"
"37727","0"
"37728","0"
"37729","0"
"37730","0"
"37731","0"
"37732","0"
"37733","0"
"37734","0"
"37735","0"
"37736","0"
"37737","0"
"37738","0"
"37739","0"
"37740","0"
"37741","0"
"37742","0"
"37743","0"
"37744","0"
"37745","0"
"37746","0"
"37747","0"
"37748","0"
"37749","0"
"37750","0"
"37751","0"
"37752","0"
"37753","0"
"37754","0"
"37755","0"
"37756","1"
"37757","1"
"37758","1"
"37759","1"
"37760","1"
"37761","1"
"37762","1"
"37763","1"
"37764","1"
"37765","1"
"37766","1"
"37767","1"
"37768","1"
"37769","1"
"37770","1"
"37771","0"
"37772","0"
"37773","0"
"37774","0"
"37775","0"
"37776","0"
"37777","0"
"37778","0"
"37779","0"
"37780","0"
"37781","0"
"37782","0"
"37783","1"
"37784","0"
"37785","0"
"37786","0"
"37787","0"
"37788","0"
"37789","1"
"37790","1"
"37791","1"
"37792","1"
"37793","1"
"37794","1"
"37795","1"
"37796","1"
"37797","1"
"37798","1"
"37799","1"
"37800","1"
"37801","1"
"37802","1"
"37803","1"
"37804","1"
"37805","1"
"37806","1"
"37807","1"
"37808","1"
"37809","1"
"37810","1"
"37811","1"
"37812","1"
"37813","0"
"37814","1"
"37815","1"
"37816","1"
"37817","1"
"37818","0"
"37819","0"
"37820","0"
"37821","0"
"37822","0"
"37823","0"
"37824","0"
"37825","0"
"37826","0"
"37827","0"
"37828","0"
"37829","0"
"37830","0"
"37831","0"
"37832","0"
"37833","0"
"37834","0"
"37835","0"
"37836","0"
"37837","1"
"37838","1"
"37839","1"
"37840","1"
"37841","0"
"37842","0"
"37843","0"
"37844","0"
"37845","0"
"37846","0"
"37847","0"
"37848","0"
"37849","0"
"37850","0"
"37851","0"
"37852","0"
"37853","0"
"37854","0"
"37855","0"
"37856","0"
"37857","0"
"37858","0"
"37859","0"
"37860","0"
"37861","0"
"37862","0"
"37863","0"
"37864","0"
"37865","0"
"37866","0"
"37867","1"
"37868","1"
"37869","1"
"37870","1"
"37871","0"
"37872","1"
"37873","1"
"37874","1"
"37875","1"
"37876","1"
"37877","1"
"37878","1"
"37879","0"
"37880","0"
"37881","0"
"37882","0"
"37883","0"
"37884","0"
"37885","0"
"37886","0"
"37887","0"
"37888","1"
"37889","1"
"37890","1"
"37891","1"
"37892","1"
"37893","1"
"37894","1"
"37895","1"
"37896","1"
"37897","1"
"37898","1"
"37899","1"
"37900","1"
"37901","1"
"37902","0"
"37903","1"
"37904","0"
"37905","1"
"37906","1"
"37907","1"
"37908","1"
"37909","1"
"37910","1"
"37911","1"
"37912","1"
"37913","1"
"37914","1"
"37915","1"
"37916","1"
"37917","1"
"37918","0"
"37919","0"
"37920","0"
"37921","0"
"37922","0"
"37923","0"
"37924","0"
"37925","0"
"37926","0"
"37927","0"
"37928","0"
"37929","0"
"37930","0"
"37931","0"
"37932","0"
"37933","0"
"37934","0"
"37935","0"
"37936","0"
"37937","0"
"37938","0"
"37939","0"
"37940","0"
"37941","0"
"37942","0"
"37943","0"
"37944","0"
"37945","0"
"37946","0"
"37947","0"
"37948","0"
"37949","0"
"37950","0"
"37951","0"
"37952","0"
"37953","0"
"37954","0"
"37955","0"
"37956","1"
"37957","1"
"37958","0"
"37959","0"
"37960","0"
"37961","0"
"37962","0"
"37963","0"
"37964","0"
"37965","0"
"37966","0"
"37967","0"
"37968","0"
"37969","0"
"37970","1"
"37971","0"
"37972","0"
"37973","0"
"37974","0"
"37975","0"
"37976","0"
"37977","0"
"37978","0"
"37979","1"
"37980","1"
"37981","0"
"37982","1"
"37983","1"
"37984","1"
"37985","1"
"37986","1"
"37987","1"
"37988","1"
"37989","1"
"37990","0"
"37991","0"
"37992","0"
"37993","0"
"37994","1"
"37995","0"
"37996","0"
"37997","0"
"37998","0"
"37999","0"
"38000","0"
"38001","0"
"38002","0"
"38003","0"
"38004","0"
"38005","0"
"38006","0"
"38007","0"
"38008","0"
"38009","0"
"38010","0"
"38011","0"
"38012","0"
"38013","0"
"38014","0"
"38015","0"
"38016","1"
"38017","1"
"38018","0"
"38019","1"
"38020","1"
"38021","1"
"38022","0"
"38023","0"
"38024","1"
"38025","1"
"38026","1"
"38027","1"
"38028","1"
"38029","1"
"38030","1"
"38031","0"
"38032","0"
"38033","0"
"38034","0"
"38035","1"
"38036","1"
"38037","1"
"38038","0"
"38039","0"
"38040","0"
"38041","0"
"38042","0"
"38043","0"
"38044","0"
"38045","0"
"38046","0"
"38047","0"
"38048","1"
"38049","1"
"38050","1"
"38051","1"
"38052","1"
"38053","0"
"38054","0"
"38055","0"
"38056","0"
"38057","0"
"38058","0"
"38059","0"
"38060","0"
"38061","1"
"38062","1"
"38063","1"
"38064","1"
"38065","1"
"38066","1"
"38067","1"
"38068","1"
"38069","0"
"38070","0"
"38071","0"
"38072","0"
"38073","0"
"38074","0"
"38075","0"
"38076","0"
"38077","0"
"38078","0"
"38079","0"
"38080","0"
"38081","0"
"38082","0"
"38083","0"
"38084","0"
"38085","0"
"38086","0"
"38087","0"
"38088","0"
"38089","0"
"38090","0"
"38091","0"
"38092","0"
"38093","0"
"38094","0"
"38095","0"
"38096","0"
"38097","0"
"38098","0"
"38099","0"
"38100","0"
"38101","0"
"38102","0"
"38103","0"
"38104","0"
"38105","0"
"38106","0"
"38107","0"
"38108","1"
"38109","1"
"38110","1"
"38111","1"
"38112","1"
"38113","1"
"38114","1"
"38115","1"
"38116","1"
"38117","1"
"38118","0"
"38119","0"
"38120","0"
"38121","0"
"38122","0"
"38123","0"
"38124","0"
"38125","1"
"38126","1"
"38127","0"
"38128","0"
"38129","0"
"38130","0"
"38131","0"
"38132","0"
"38133","0"
"38134","0"
"38135","0"
"38136","0"
"38137","0"
"38138","1"
"38139","1"
"38140","1"
"38141","1"
"38142","1"
"38143","1"
"38144","1"
"38145","1"
"38146","1"
"38147","1"
"38148","1"
"38149","1"
"38150","1"
"38151","1"
"38152","0"
"38153","1"
"38154","1"
"38155","1"
"38156","1"
"38157","1"
"38158","0"
"38159","0"
"38160","0"
"38161","0"
"38162","0"
"38163","0"
"38164","0"
"38165","0"
"38166","0"
"38167","1"
"38168","0"
"38169","0"
"38170","0"
"38171","0"
"38172","0"
"38173","0"
"38174","0"
"38175","0"
"38176","0"
"38177","0"
"38178","0"
"38179","0"
"38180","0"
"38181","0"
"38182","0"
"38183","0"
"38184","0"
"38185","0"
"38186","0"
"38187","0"
"38188","0"
"38189","0"
"38190","0"
"38191","0"
"38192","0"
"38193","0"
"38194","0"
"38195","0"
"38196","0"
"38197","1"
"38198","1"
"38199","0"
"38200","0"
"38201","0"
"38202","0"
"38203","0"
"38204","0"
"38205","0"
"38206","0"
"38207","0"
"38208","0"
"38209","0"
"38210","0"
"38211","1"
"38212","1"
"38213","1"
"38214","0"
"38215","0"
"38216","0"
"38217","0"
"38218","0"
"38219","0"
"38220","0"
"38221","0"
"38222","0"
"38223","0"
"38224","0"
"38225","0"
"38226","0"
"38227","0"
"38228","0"
"38229","0"
"38230","0"
"38231","0"
"38232","0"
"38233","0"
"38234","0"
"38235","0"
"38236","0"
"38237","0"
"38238","0"
"38239","0"
"38240","1"
"38241","1"
"38242","1"
"38243","1"
"38244","1"
"38245","0"
"38246","1"
"38247","0"
"38248","1"
"38249","1"
"38250","1"
"38251","1"
"38252","0"
"38253","0"
"38254","0"
"38255","0"
"38256","0"
"38257","0"
"38258","0"
"38259","0"
"38260","0"
"38261","0"
"38262","0"
"38263","0"
"38264","0"
"38265","0"
"38266","0"
"38267","0"
"38268","0"
"38269","0"
"38270","0"
"38271","0"
"38272","0"
"38273","0"
"38274","0"
"38275","0"
"38276","0"
"38277","1"
"38278","1"
"38279","1"
"38280","1"
"38281","1"
"38282","1"
"38283","1"
"38284","1"
"38285","1"
"38286","1"
"38287","1"
"38288","1"
"38289","0"
"38290","0"
"38291","0"
"38292","0"
"38293","0"
"38294","0"
"38295","0"
"38296","0"
"38297","0"
"38298","0"
"38299","0"
"38300","0"
"38301","0"
"38302","0"
"38303","0"
"38304","0"
"38305","0"
"38306","0"
"38307","0"
"38308","0"
"38309","0"
"38310","0"
"38311","0"
"38312","0"
"38313","0"
"38314","0"
"38315","0"
"38316","0"
"38317","0"
"38318","0"
"38319","0"
"38320","0"
"38321","0"
"38322","0"
"38323","0"
"38324","0"
"38325","0"
"38326","1"
"38327","1"
"38328","0"
"38329","1"
"38330","1"
"38331","1"
"38332","1"
"38333","1"
"38334","1"
"38335","1"
"38336","1"
"38337","1"
"38338","1"
"38339","0"
"38340","0"
"38341","1"
"38342","1"
"38343","1"
"38344","1"
"38345","1"
"38346","1"
"38347","1"
"38348","1"
"38349","1"
"38350","1"
"38351","1"
"38352","1"
"38353","1"
"38354","1"
"38355","1"
"38356","1"
"38357","1"
"38358","1"
"38359","0"
"38360","0"
"38361","0"
"38362","0"
"38363","0"
"38364","0"
"38365","1"
"38366","1"
"38367","1"
"38368","0"
"38369","1"
"38370","0"
"38371","0"
"38372","0"
"38373","1"
"38374","1"
"38375","0"
"38376","0"
"38377","0"
"38378","0"
"38379","0"
"38380","0"
"38381","0"
"38382","0"
"38383","0"
"38384","0"
"38385","0"
"38386","1"
"38387","1"
"38388","1"
"38389","1"
"38390","1"
"38391","1"
"38392","1"
"38393","1"
"38394","0"
"38395","0"
"38396","0"
"38397","0"
"38398","0"
"38399","0"
"38400","0"
"38401","0"
"38402","0"
"38403","0"
"38404","0"
"38405","0"
"38406","0"
"38407","0"
"38408","0"
"38409","0"
"38410","0"
"38411","0"
"38412","0"
"38413","0"
"38414","0"
"38415","0"
"38416","0"
"38417","1"
"38418","1"
"38419","1"
"38420","1"
"38421","1"
"38422","1"
"38423","0"
"38424","0"
"38425","0"
"38426","0"
"38427","0"
"38428","0"
"38429","0"
"38430","0"
"38431","1"
"38432","1"
"38433","1"
"38434","1"
"38435","1"
"38436","1"
"38437","1"
"38438","1"
"38439","1"
"38440","0"
"38441","0"
"38442","0"
"38443","0"
"38444","0"
"38445","0"
"38446","0"
"38447","0"
"38448","0"
"38449","0"
"38450","0"
"38451","0"
"38452","0"
"38453","0"
"38454","0"
"38455","0"
"38456","0"
"38457","0"
"38458","0"
"38459","0"
"38460","0"
"38461","0"
"38462","0"
"38463","0"
"38464","0"
"38465","0"
"38466","0"
"38467","0"
"38468","1"
"38469","1"
"38470","1"
"38471","1"
"38472","0"
"38473","1"
"38474","0"
"38475","1"
"38476","0"
"38477","0"
"38478","1"
"38479","0"
"38480","0"
"38481","0"
"38482","0"
"38483","0"
"38484","0"
"38485","0"
"38486","0"
"38487","0"
"38488","0"
"38489","0"
"38490","0"
"38491","0"
"38492","0"
"38493","0"
"38494","0"
"38495","0"
"38496","0"
"38497","0"
"38498","0"
"38499","0"
"38500","0"
"38501","0"
"38502","0"
"38503","0"
"38504","0"
"38505","0"
"38506","0"
"38507","0"
"38508","0"
"38509","0"
"38510","0"
"38511","1"
"38512","1"
"38513","1"
"38514","1"
"38515","0"
"38516","0"
"38517","0"
"38518","0"
"38519","0"
"38520","0"
"38521","1"
"38522","1"
"38523","0"
"38524","0"
"38525","0"
"38526","0"
"38527","0"
"38528","0"
"38529","0"
"38530","0"
"38531","0"
"38532","0"
"38533","0"
"38534","0"
"38535","0"
"38536","0"
"38537","0"
"38538","0"
"38539","0"
"38540","0"
"38541","0"
"38542","0"
"38543","0"
"38544","0"
"38545","0"
"38546","0"
"38547","0"
"38548","0"
"38549","0"
"38550","1"
"38551","0"
"38552","0"
"38553","0"
"38554","0"
"38555","0"
"38556","0"
"38557","0"
"38558","1"
"38559","0"
"38560","0"
"38561","0"
"38562","0"
"38563","0"
"38564","0"
"38565","0"
"38566","0"
"38567","0"
"38568","0"
"38569","0"
"38570","0"
"38571","0"
"38572","0"
"38573","0"
"38574","0"
"38575","0"
"38576","0"
"38577","0"
"38578","0"
"38579","0"
"38580","0"
"38581","0"
"38582","0"
"38583","0"
"38584","0"
"38585","0"
"38586","0"
"38587","0"
"38588","0"
"38589","0"
"38590","0"
"38591","0"
"38592","0"
"38593","0"
"38594","1"
"38595","0"
"38596","1"
"38597","1"
"38598","0"
"38599","0"
"38600","0"
"38601","0"
"38602","1"
"38603","1"
"38604","1"
"38605","1"
"38606","1"
"38607","1"
"38608","0"
"38609","0"
"38610","0"
"38611","1"
"38612","1"
"38613","1"
"38614","1"
"38615","1"
"38616","1"
"38617","1"
"38618","0"
"38619","0"
"38620","0"
"38621","0"
"38622","0"
"38623","0"
"38624","0"
"38625","0"
"38626","0"
"38627","0"
"38628","0"
"38629","0"
"38630","0"
"38631","0"
"38632","0"
"38633","0"
"38634","0"
"38635","0"
"38636","0"
"38637","0"
"38638","0"
"38639","0"
"38640","0"
"38641","0"
"38642","0"
"38643","0"
"38644","0"
"38645","0"
"38646","0"
"38647","0"
"38648","0"
"38649","0"
"38650","0"
"38651","0"
"38652","0"
"38653","0"
"38654","0"
"38655","0"
"38656","0"
"38657","0"
"38658","0"
"38659","0"
"38660","0"
"38661","0"
"38662","0"
"38663","0"
"38664","0"
"38665","0"
"38666","0"
"38667","0"
"38668","0"
"38669","0"
"38670","0"
"38671","0"
"38672","0"
"38673","0"
"38674","0"
"38675","0"
"38676","0"
"38677","1"
"38678","0"
"38679","0"
"38680","0"
"38681","0"
"38682","0"
"38683","0"
"38684","0"
"38685","0"
"38686","0"
"38687","0"
"38688","1"
"38689","0"
"38690","1"
"38691","0"
"38692","1"
"38693","0"
"38694","1"
"38695","0"
"38696","0"
"38697","0"
"38698","0"
"38699","0"
"38700","0"
"38701","0"
"38702","0"
"38703","0"
"38704","0"
"38705","0"
